timeStamp,detectorID,averageSpeed,100VehiclesPerHour,dayOfWeek,onerHourBefore100VehiclesPerHour
9:14:00 PM,89,58,5,Mon,3
9:16:00 PM,89,75,9,Mon,1
9:18:00 PM,89,80,7,Mon,3
9:20:00 PM,89,67,10,Mon,7
9:22:00 PM,89,76,10,Mon,7
9:24:00 PM,89,76,5,Mon,5
9:26:00 PM,89,76,3,Mon,3
9:28:00 PM,89,68,9,Mon,14
9:30:00 PM,89,0,0,Mon,7
9:32:00 PM,89,82,1,Mon,7
9:34:00 PM,89,56,1,Mon,3
9:36:00 PM,89,0,0,Mon,5
9:38:00 PM,89,69,14,Mon,7
9:40:00 PM,89,66,16,Mon,3
9:42:00 PM,89,66,16,Mon,1
9:44:00 PM,89,72,3,Mon,14
9:46:00 PM,89,72,7,Mon,3
9:48:00 PM,89,65,10,Mon,5
9:50:00 PM,89,68,9,Mon,7
9:52:00 PM,89,64,12,Mon,5
9:54:00 PM,89,75,9,Mon,10
9:56:00 PM,89,72,9,Mon,9
9:58:00 PM,89,62,1,Mon,5
10:00:00 PM,89,80,5,Mon,5
10:02:00 PM,89,62,7,Mon,3
10:04:00 PM,89,80,10,Mon,9
10:06:00 PM,89,75,7,Mon,3
10:08:00 PM,89,69,3,Mon,14
10:10:00 PM,89,62,14,Mon,7
10:12:00 PM,89,64,9,Mon,7
10:14:00 PM,89,67,5,Mon,5
10:16:00 PM,89,74,12,Mon,9
10:18:00 PM,89,67,5,Mon,7
10:20:00 PM,89,73,7,Mon,10
10:22:00 PM,89,75,10,Mon,10
10:24:00 PM,89,76,9,Mon,5
10:26:00 PM,89,72,5,Mon,3
10:28:00 PM,89,69,9,Mon,9
10:30:00 PM,89,59,14,Mon,0
10:32:00 PM,89,67,5,Mon,1
10:34:00 PM,89,61,7,Mon,1
10:36:00 PM,89,86,3,Mon,0
10:38:00 PM,89,78,7,Mon,14
10:40:00 PM,89,74,7,Mon,16
10:42:00 PM,89,66,9,Mon,16
10:44:00 PM,89,72,9,Mon,3
10:46:00 PM,89,71,7,Mon,7
10:48:00 PM,89,72,9,Mon,10
10:50:00 PM,89,74,7,Mon,9
10:52:00 PM,89,63,7,Mon,12
10:54:00 PM,89,79,14,Mon,9
10:56:00 PM,89,82,9,Mon,9
10:58:00 PM,89,69,9,Mon,1
11:00:00 PM,89,78,9,Mon,5
11:02:00 PM,89,65,10,Mon,7
11:04:00 PM,89,66,12,Mon,10
11:06:00 PM,89,64,7,Mon,7
11:08:00 PM,89,69,14,Mon,3
11:10:00 PM,89,59,19,Mon,14
11:12:00 PM,89,62,12,Mon,9
11:14:00 PM,89,73,9,Mon,5
11:16:00 PM,89,67,14,Mon,12
11:18:00 PM,89,66,5,Mon,5
11:20:00 PM,89,68,10,Mon,7
11:22:00 PM,89,74,3,Mon,10
11:24:00 PM,89,73,12,Mon,9
11:26:00 PM,89,72,18,Mon,5
11:28:00 PM,89,71,7,Mon,9
11:30:00 PM,89,63,7,Mon,14
11:32:00 PM,89,62,14,Mon,5
11:34:00 PM,89,71,16,Mon,7
11:36:00 PM,89,67,10,Mon,3
11:38:00 PM,89,74,14,Mon,7
11:40:00 PM,89,64,14,Mon,7
11:42:00 PM,89,68,14,Mon,9
11:44:00 PM,89,65,21,Mon,9
11:46:00 PM,89,71,16,Mon,7
11:48:00 PM,89,67,9,Mon,9
11:50:00 PM,89,68,12,Mon,7
11:52:00 PM,89,70,5,Mon,7
11:54:00 PM,89,65,7,Mon,14
11:56:00 PM,89,65,12,Mon,9
11:58:00 PM,89,59,3,Mon,9
12:00:00 AM,89,62,9,Mon,9
12:02:00 AM,89,73,5,Mon,10
12:04:00 AM,89,68,7,Mon,12
12:06:00 AM,89,60,16,Mon,7
12:08:00 AM,89,60,12,Mon,14
12:10:00 AM,89,81,9,Mon,19
12:12:00 AM,89,67,7,Mon,12
12:14:00 AM,89,66,9,Mon,9
12:16:00 AM,89,69,5,Mon,14
12:18:00 AM,89,66,19,Mon,5
12:20:00 AM,89,66,10,Mon,10
12:22:00 AM,89,71,10,Mon,3
12:24:00 AM,89,65,7,Mon,12
12:26:00 AM,89,69,3,Mon,18
12:28:00 AM,89,76,12,Mon,7
12:30:00 AM,89,76,5,Mon,7
12:32:00 AM,89,60,7,Mon,14
12:34:00 AM,89,78,5,Mon,16
12:36:00 AM,89,69,14,Mon,10
12:38:00 AM,89,69,9,Mon,14
12:40:00 AM,89,69,3,Mon,14
12:42:00 AM,89,69,9,Mon,14
12:44:00 AM,89,77,7,Mon,21
12:46:00 AM,89,68,9,Mon,16
12:48:00 AM,89,62,1,Mon,9
12:50:00 AM,89,72,16,Mon,12
12:52:00 AM,89,68,10,Mon,5
12:54:00 AM,89,66,9,Mon,7
12:56:00 AM,89,68,9,Mon,12
12:58:00 AM,89,71,14,Mon,3
1:00:00 AM,89,64,9,Mon,9
1:02:00 AM,89,66,7,Mon,5
1:04:00 AM,89,59,9,Mon,7
1:06:00 AM,89,73,10,Mon,16
1:08:00 AM,89,67,10,Mon,12
1:10:00 AM,89,73,19,Mon,9
1:12:00 AM,89,70,5,Mon,7
1:14:00 AM,89,76,7,Mon,9
1:16:00 AM,89,61,14,Mon,5
1:18:00 AM,89,77,14,Mon,19
1:20:00 AM,89,72,3,Mon,10
1:22:00 AM,89,65,10,Mon,10
1:24:00 AM,89,72,5,Mon,7
1:26:00 AM,89,82,5,Mon,3
1:28:00 AM,89,71,1,Mon,12
1:30:00 AM,89,75,18,Mon,5
1:32:00 AM,89,66,14,Mon,7
1:34:00 AM,89,76,7,Mon,5
1:36:00 AM,89,81,9,Mon,14
1:38:00 AM,89,78,9,Mon,9
1:40:00 AM,89,66,7,Mon,3
1:42:00 AM,89,64,9,Mon,9
1:44:00 AM,89,69,7,Mon,7
1:46:00 AM,89,64,16,Mon,9
1:48:00 AM,89,71,7,Mon,1
1:50:00 AM,89,64,3,Mon,16
1:52:00 AM,89,71,5,Mon,10
1:54:00 AM,89,87,10,Mon,9
1:56:00 AM,89,75,7,Mon,9
1:58:00 AM,89,81,5,Mon,14
2:00:00 AM,89,74,3,Mon,9
2:02:00 AM,89,61,10,Mon,7
2:04:00 AM,89,0,0,Mon,9
2:06:00 AM,89,71,16,Mon,10
2:08:00 AM,89,67,1,Mon,10
2:10:00 AM,89,62,1,Mon,19
2:12:00 AM,89,69,5,Mon,5
2:14:00 AM,89,78,7,Mon,7
2:16:00 AM,89,60,10,Mon,14
2:18:00 AM,89,69,12,Mon,14
2:20:00 AM,89,68,3,Mon,3
2:22:00 AM,89,60,3,Mon,10
2:24:00 AM,89,0,0,Mon,5
2:26:00 AM,89,68,9,Mon,5
2:28:00 AM,89,74,14,Mon,1
2:30:00 AM,89,63,10,Mon,18
2:32:00 AM,89,71,5,Mon,14
2:34:00 AM,89,69,12,Mon,7
2:36:00 AM,89,75,7,Mon,9
2:38:00 AM,89,76,10,Mon,9
2:40:00 AM,89,67,14,Mon,7
2:42:00 AM,89,67,5,Mon,9
2:44:00 AM,89,66,9,Mon,7
2:46:00 AM,89,68,14,Mon,16
2:48:00 AM,89,57,5,Mon,7
2:50:00 AM,89,65,5,Mon,3
2:52:00 AM,89,74,7,Mon,5
2:54:00 AM,89,64,5,Mon,10
2:56:00 AM,89,66,10,Mon,7
2:58:00 AM,89,89,1,Mon,5
3:00:00 AM,89,83,5,Mon,3
3:02:00 AM,89,70,12,Mon,10
3:04:00 AM,89,71,1,Mon,0
3:06:00 AM,89,74,9,Mon,16
3:08:00 AM,89,68,9,Mon,1
3:10:00 AM,89,77,5,Mon,1
3:12:00 AM,89,65,16,Mon,5
3:14:00 AM,89,76,9,Mon,7
3:16:00 AM,89,76,3,Mon,10
3:18:00 AM,89,135,1,Mon,12
3:20:00 AM,89,62,3,Mon,3
3:22:00 AM,89,65,7,Mon,3
3:24:00 AM,89,71,1,Mon,0
3:26:00 AM,89,85,3,Mon,9
3:28:00 AM,89,66,12,Mon,14
3:30:00 AM,89,78,5,Mon,10
3:32:00 AM,89,69,10,Mon,5
3:34:00 AM,89,68,7,Mon,12
3:36:00 AM,89,73,9,Mon,7
3:38:00 AM,89,67,1,Mon,10
3:40:00 AM,89,71,1,Mon,14
3:42:00 AM,89,64,9,Mon,5
3:44:00 AM,89,60,3,Mon,9
3:46:00 AM,89,0,0,Mon,14
3:48:00 AM,89,59,3,Mon,5
3:50:00 AM,89,67,9,Mon,5
3:52:00 AM,89,72,7,Mon,7
3:54:00 AM,89,64,1,Mon,5
3:56:00 AM,89,71,3,Mon,10
3:58:00 AM,89,69,7,Mon,1
4:00:00 AM,89,67,10,Mon,5
4:02:00 AM,89,67,16,Mon,12
4:04:00 AM,89,69,9,Mon,1
4:06:00 AM,89,62,1,Mon,9
4:08:00 AM,89,66,14,Mon,9
4:10:00 AM,89,66,1,Mon,5
4:12:00 AM,89,71,12,Mon,16
4:14:00 AM,89,62,5,Mon,9
4:16:00 AM,89,72,12,Mon,3
4:18:00 AM,89,75,5,Mon,1
4:20:00 AM,89,77,7,Mon,3
4:22:00 AM,89,67,3,Mon,7
4:24:00 AM,89,69,9,Mon,1
4:26:00 AM,89,69,3,Mon,3
4:28:00 AM,89,71,9,Mon,12
4:30:00 AM,89,68,3,Mon,5
4:32:00 AM,89,73,9,Mon,10
4:34:00 AM,89,64,7,Mon,7
4:36:00 AM,89,76,14,Mon,9
4:38:00 AM,89,89,1,Mon,1
4:40:00 AM,89,73,10,Mon,1
4:42:00 AM,89,0,0,Mon,9
4:44:00 AM,89,58,10,Mon,3
4:46:00 AM,89,62,14,Mon,0
4:48:00 AM,89,74,9,Mon,3
4:50:00 AM,89,76,7,Mon,9
4:52:00 AM,89,0,0,Mon,7
4:54:00 AM,89,74,3,Mon,1
4:56:00 AM,89,63,9,Mon,3
4:58:00 AM,89,80,3,Mon,7
5:00:00 AM,89,66,10,Mon,10
5:02:00 AM,89,97,1,Mon,16
5:04:00 AM,89,62,7,Mon,9
5:06:00 AM,89,68,7,Mon,1
5:08:00 AM,89,77,9,Mon,14
5:10:00 AM,89,61,7,Mon,1
5:12:00 AM,89,69,9,Mon,12
5:14:00 AM,89,71,5,Mon,5
5:16:00 AM,89,68,9,Mon,12
5:18:00 AM,89,70,7,Mon,5
5:20:00 AM,89,56,3,Mon,7
5:22:00 AM,89,73,3,Mon,3
5:24:00 AM,89,67,1,Mon,9
5:26:00 AM,89,58,3,Mon,3
5:28:00 AM,89,56,1,Mon,9
5:30:00 AM,89,59,7,Mon,3
5:32:00 AM,89,59,5,Mon,9
5:34:00 AM,89,67,5,Mon,7
5:36:00 AM,89,68,9,Mon,14
5:38:00 AM,89,70,5,Mon,1
5:40:00 AM,89,74,3,Mon,10
5:42:00 AM,89,76,1,Mon,0
5:44:00 AM,89,68,5,Mon,10
5:46:00 AM,89,62,3,Mon,14
5:48:00 AM,89,67,5,Mon,9
5:50:00 AM,89,82,1,Mon,7
5:52:00 AM,89,68,3,Mon,0
5:54:00 AM,89,68,9,Mon,3
5:56:00 AM,89,63,10,Mon,9
5:58:00 AM,89,79,3,Mon,3
6:00:00 AM,89,72,7,Mon,10
6:02:00 AM,89,64,3,Mon,1
6:04:00 AM,89,62,1,Mon,7
6:06:00 AM,89,65,9,Mon,7
6:08:00 AM,89,59,3,Mon,9
6:10:00 AM,89,83,5,Mon,7
6:12:00 AM,89,62,5,Mon,9
6:14:00 AM,89,69,7,Mon,5
6:16:00 AM,89,71,1,Mon,9
6:18:00 AM,89,54,1,Mon,7
6:20:00 AM,89,76,5,Mon,3
6:22:00 AM,89,67,3,Mon,3
6:24:00 AM,89,62,5,Mon,1
6:26:00 AM,89,60,5,Mon,3
6:28:00 AM,89,76,1,Mon,1
6:30:00 AM,89,82,3,Mon,7
6:32:00 AM,89,69,3,Mon,5
6:34:00 AM,89,64,3,Mon,5
6:36:00 AM,89,70,7,Mon,9
6:38:00 AM,89,0,0,Mon,5
6:40:00 AM,89,79,5,Mon,3
6:42:00 AM,89,66,5,Mon,1
6:44:00 AM,89,80,3,Mon,5
6:46:00 AM,89,76,9,Mon,3
6:48:00 AM,89,59,1,Mon,5
6:50:00 AM,89,71,3,Mon,1
6:52:00 AM,89,0,0,Mon,3
6:54:00 AM,89,76,1,Mon,9
6:56:00 AM,89,76,1,Mon,10
6:58:00 AM,89,0,0,Mon,3
7:00:00 AM,89,54,5,Mon,7
7:02:00 AM,89,65,5,Mon,3
7:04:00 AM,89,71,5,Mon,1
7:06:00 AM,89,62,1,Mon,9
7:08:00 AM,89,71,1,Mon,3
7:10:00 AM,89,0,0,Mon,5
7:12:00 AM,89,76,1,Mon,5
7:14:00 AM,89,0,0,Mon,7
7:16:00 AM,89,76,5,Mon,1
7:18:00 AM,89,67,3,Mon,1
7:20:00 AM,89,65,10,Mon,5
7:22:00 AM,89,78,9,Mon,3
7:24:00 AM,89,82,3,Mon,5
7:26:00 AM,89,62,1,Mon,5
7:28:00 AM,89,67,1,Mon,1
7:30:00 AM,89,0,0,Mon,3
7:32:00 AM,89,0,0,Mon,3
7:34:00 AM,89,0,0,Mon,3
7:36:00 AM,89,65,3,Mon,7
7:38:00 AM,89,67,3,Mon,0
7:40:00 AM,89,0,0,Mon,5
7:42:00 AM,89,0,0,Mon,5
7:44:00 AM,89,0,0,Mon,3
7:46:00 AM,89,76,1,Mon,9
7:48:00 AM,89,0,0,Mon,1
7:50:00 AM,89,0,0,Mon,3
7:52:00 AM,89,67,1,Mon,0
7:54:00 AM,89,82,1,Mon,1
7:56:00 AM,89,78,5,Mon,1
7:58:00 AM,89,71,1,Mon,0
8:00:00 AM,89,78,3,Mon,5
8:02:00 AM,89,0,0,Mon,5
8:04:00 AM,89,0,0,Mon,5
8:06:00 AM,89,0,0,Mon,1
8:08:00 AM,89,0,0,Mon,1
8:10:00 AM,89,0,0,Mon,0
8:12:00 AM,89,0,0,Mon,1
8:14:00 AM,89,74,3,Mon,0
8:16:00 AM,89,76,3,Mon,5
8:18:00 AM,89,71,1,Tue,3
8:20:00 AM,89,0,0,Tue,10
8:22:00 AM,89,0,0,Tue,9
8:24:00 AM,89,76,1,Tue,3
8:26:00 AM,89,0,0,Tue,1
8:28:00 AM,89,0,0,Tue,1
8:30:00 AM,89,0,0,Tue,0
8:32:00 AM,89,62,1,Tue,0
8:34:00 AM,89,56,1,Tue,0
8:36:00 AM,89,0,0,Tue,3
8:38:00 AM,89,59,1,Tue,3
8:40:00 AM,89,67,1,Tue,0
8:42:00 AM,89,57,5,Tue,0
8:44:00 AM,89,76,1,Tue,0
8:46:00 AM,89,0,0,Tue,1
8:48:00 AM,89,71,1,Tue,0
8:50:00 AM,89,0,0,Tue,0
8:52:00 AM,89,97,1,Tue,1
8:54:00 AM,89,54,1,Tue,1
8:56:00 AM,89,0,0,Tue,5
8:58:00 AM,89,0,0,Tue,1
9:00:00 AM,89,61,3,Tue,3
9:02:00 AM,89,48,1,Tue,0
9:04:00 AM,89,64,3,Tue,0
9:06:00 AM,89,71,1,Tue,0
9:08:00 AM,89,54,1,Tue,0
9:10:00 AM,89,0,0,Tue,0
9:12:00 AM,89,82,1,Tue,0
9:14:00 AM,89,0,0,Tue,3
9:16:00 AM,89,0,0,Tue,3
9:18:00 AM,89,0,0,Tue,1
9:20:00 AM,89,66,5,Tue,0
9:22:00 AM,89,71,1,Tue,0
9:24:00 AM,89,56,1,Tue,1
9:26:00 AM,89,0,0,Tue,0
9:28:00 AM,89,76,1,Tue,0
9:30:00 AM,89,76,3,Tue,0
9:32:00 AM,89,83,3,Tue,1
9:34:00 AM,89,63,3,Tue,1
9:36:00 AM,89,63,3,Tue,0
9:38:00 AM,89,67,1,Tue,1
9:40:00 AM,89,0,0,Tue,1
9:42:00 AM,89,0,0,Tue,5
9:44:00 AM,89,0,0,Tue,1
9:46:00 AM,89,0,0,Tue,0
9:48:00 AM,89,0,0,Tue,1
9:50:00 AM,89,62,1,Tue,0
9:52:00 AM,89,0,0,Tue,1
9:54:00 AM,89,89,3,Tue,1
9:56:00 AM,89,0,0,Tue,0
9:58:00 AM,89,0,0,Tue,0
10:00:00 AM,89,62,3,Tue,3
10:02:00 AM,89,0,0,Tue,1
10:04:00 AM,89,62,1,Tue,3
10:06:00 AM,89,67,1,Tue,1
10:08:00 AM,89,71,1,Tue,1
10:10:00 AM,89,0,0,Tue,0
10:12:00 AM,89,89,1,Tue,1
10:14:00 AM,89,0,0,Tue,0
10:16:00 AM,89,64,1,Tue,0
10:18:00 AM,89,0,0,Tue,0
10:20:00 AM,89,0,0,Tue,5
10:22:00 AM,89,82,1,Tue,1
10:24:00 AM,89,0,0,Tue,1
10:26:00 AM,89,71,3,Tue,0
10:28:00 AM,89,43,1,Tue,1
10:30:00 AM,89,76,3,Tue,3
10:32:00 AM,89,0,0,Tue,3
10:34:00 AM,89,0,0,Tue,3
10:36:00 AM,89,97,1,Tue,3
10:38:00 AM,89,0,0,Tue,1
10:40:00 AM,89,62,1,Tue,0
10:42:00 AM,89,82,1,Tue,0
10:44:00 AM,89,68,5,Tue,0
10:46:00 AM,89,71,3,Tue,0
10:48:00 AM,89,0,0,Tue,0
10:50:00 AM,89,71,1,Tue,1
10:52:00 AM,89,79,3,Tue,0
10:54:00 AM,89,74,3,Tue,3
10:56:00 AM,89,82,3,Tue,0
10:58:00 AM,89,0,0,Tue,0
11:00:00 AM,89,0,0,Tue,3
11:02:00 AM,89,71,1,Tue,0
11:04:00 AM,89,71,1,Tue,1
11:06:00 AM,89,67,1,Tue,1
11:08:00 AM,89,60,3,Tue,1
11:10:00 AM,89,106,1,Tue,0
11:12:00 AM,89,0,0,Tue,1
11:14:00 AM,89,0,0,Tue,0
11:16:00 AM,89,0,0,Tue,1
11:18:00 AM,89,0,0,Tue,0
11:20:00 AM,89,0,0,Tue,0
11:22:00 AM,89,89,1,Tue,1
11:24:00 AM,89,0,0,Tue,0
11:26:00 AM,89,0,0,Tue,3
11:28:00 AM,89,82,1,Tue,1
11:30:00 AM,89,0,0,Tue,3
11:32:00 AM,89,68,3,Tue,0
11:34:00 AM,89,0,0,Tue,0
11:36:00 AM,89,91,3,Tue,1
11:38:00 AM,89,0,0,Tue,0
11:40:00 AM,89,0,0,Tue,1
11:42:00 AM,89,74,3,Tue,1
11:44:00 AM,89,62,3,Tue,5
11:46:00 AM,89,0,0,Tue,3
11:48:00 AM,89,89,1,Tue,0
11:50:00 AM,89,70,3,Tue,1
11:52:00 AM,89,54,1,Tue,3
11:54:00 AM,89,82,1,Tue,3
11:56:00 AM,89,0,0,Tue,3
11:58:00 AM,89,61,3,Tue,0
12:00:00 PM,89,76,1,Tue,0
12:02:00 PM,89,0,0,Tue,1
12:04:00 PM,89,89,1,Tue,1
12:06:00 PM,89,65,7,Tue,1
12:08:00 PM,89,89,3,Tue,3
12:10:00 PM,89,0,0,Tue,1
12:12:00 PM,89,0,0,Tue,0
12:14:00 PM,89,0,0,Tue,0
12:16:00 PM,89,89,1,Tue,0
12:18:00 PM,89,0,0,Tue,0
12:20:00 PM,89,71,1,Tue,0
12:22:00 PM,89,76,1,Tue,1
12:24:00 PM,89,0,0,Tue,0
12:26:00 PM,89,0,0,Tue,0
12:28:00 PM,89,0,0,Tue,1
12:30:00 PM,89,0,0,Tue,0
12:32:00 PM,89,0,0,Tue,3
12:34:00 PM,89,72,5,Tue,0
12:36:00 PM,89,62,1,Tue,3
12:38:00 PM,89,0,0,Tue,0
12:40:00 PM,89,67,1,Tue,0
12:42:00 PM,89,71,1,Tue,3
12:44:00 PM,89,0,0,Tue,3
12:46:00 PM,89,0,0,Tue,0
12:48:00 PM,89,0,0,Tue,1
12:50:00 PM,89,83,7,Tue,3
12:52:00 PM,89,0,0,Tue,1
12:54:00 PM,89,76,1,Tue,1
12:56:00 PM,89,76,1,Tue,0
12:58:00 PM,89,76,1,Tue,3
1:00:00 PM,89,62,1,Tue,1
1:02:00 PM,89,0,0,Tue,0
1:04:00 PM,89,0,0,Tue,1
1:06:00 PM,89,64,1,Tue,7
1:08:00 PM,89,56,1,Tue,3
1:10:00 PM,89,0,0,Tue,0
1:12:00 PM,89,71,1,Tue,0
1:14:00 PM,89,71,1,Tue,0
1:16:00 PM,89,69,7,Tue,1
1:18:00 PM,89,0,0,Tue,0
1:20:00 PM,89,54,1,Tue,1
1:22:00 PM,89,82,1,Tue,1
1:24:00 PM,89,67,1,Tue,0
1:26:00 PM,89,66,3,Tue,0
1:28:00 PM,89,71,1,Tue,0
1:30:00 PM,89,89,1,Tue,0
1:32:00 PM,89,79,3,Tue,0
1:34:00 PM,89,93,3,Tue,5
1:36:00 PM,89,0,0,Tue,1
1:38:00 PM,89,59,1,Tue,0
1:40:00 PM,89,63,3,Tue,1
1:42:00 PM,89,67,1,Tue,1
1:44:00 PM,89,0,0,Tue,0
1:46:00 PM,89,81,5,Tue,0
1:48:00 PM,89,65,7,Tue,0
1:50:00 PM,89,0,0,Tue,7
1:52:00 PM,89,67,3,Tue,0
1:54:00 PM,89,0,0,Tue,1
1:56:00 PM,89,69,3,Tue,1
1:58:00 PM,89,67,1,Tue,1
2:00:00 PM,89,77,7,Tue,1
2:02:00 PM,89,71,1,Tue,0
2:04:00 PM,89,0,0,Tue,0
2:06:00 PM,89,0,0,Tue,1
2:08:00 PM,89,0,0,Tue,1
2:10:00 PM,89,76,1,Tue,0
2:12:00 PM,89,0,0,Tue,1
2:14:00 PM,89,64,3,Tue,1
2:16:00 PM,89,78,5,Tue,7
2:18:00 PM,89,0,0,Tue,0
2:20:00 PM,89,64,3,Tue,1
2:22:00 PM,89,56,1,Tue,1
2:24:00 PM,89,82,1,Tue,1
2:26:00 PM,89,67,1,Tue,3
2:28:00 PM,89,78,3,Tue,1
2:30:00 PM,89,64,3,Tue,1
2:32:00 PM,89,0,0,Tue,3
2:34:00 PM,89,76,1,Tue,3
2:36:00 PM,89,67,1,Tue,0
2:38:00 PM,89,68,3,Tue,1
2:40:00 PM,89,0,0,Tue,3
2:42:00 PM,89,56,1,Tue,1
2:44:00 PM,89,76,3,Tue,0
2:46:00 PM,89,0,0,Tue,5
2:48:00 PM,89,76,1,Tue,7
2:50:00 PM,89,0,0,Tue,0
2:52:00 PM,89,0,0,Tue,3
2:54:00 PM,89,58,3,Tue,0
2:56:00 PM,89,0,0,Tue,3
2:58:00 PM,89,79,3,Tue,1
3:00:00 PM,89,67,10,Tue,7
3:02:00 PM,89,0,0,Tue,1
3:04:00 PM,89,71,1,Tue,0
3:06:00 PM,89,62,1,Tue,0
3:08:00 PM,89,75,5,Tue,0
3:10:00 PM,89,0,0,Tue,1
3:12:00 PM,89,71,1,Tue,0
3:14:00 PM,89,0,0,Tue,3
3:16:00 PM,89,69,5,Tue,5
3:18:00 PM,89,0,0,Tue,0
3:20:00 PM,89,56,1,Tue,3
3:22:00 PM,89,82,3,Tue,1
3:24:00 PM,89,0,0,Tue,1
3:26:00 PM,89,62,3,Tue,1
3:28:00 PM,89,82,1,Tue,3
3:30:00 PM,89,0,0,Tue,3
3:32:00 PM,89,97,1,Tue,0
3:34:00 PM,89,78,3,Tue,1
3:36:00 PM,89,76,1,Tue,1
3:38:00 PM,89,0,0,Tue,3
3:40:00 PM,89,72,9,Tue,0
3:42:00 PM,89,93,3,Tue,1
3:44:00 PM,89,76,1,Tue,3
3:46:00 PM,89,89,1,Tue,0
3:48:00 PM,89,66,3,Tue,1
3:50:00 PM,89,69,3,Tue,0
3:52:00 PM,89,89,1,Tue,0
3:54:00 PM,89,70,5,Tue,3
3:56:00 PM,89,74,3,Tue,0
3:58:00 PM,89,84,9,Tue,3
4:00:00 PM,89,90,5,Tue,10
4:02:00 PM,89,83,7,Tue,0
4:04:00 PM,89,71,9,Tue,1
4:06:00 PM,89,0,0,Tue,1
4:08:00 PM,89,82,3,Tue,5
4:10:00 PM,89,82,7,Tue,0
4:12:00 PM,89,76,1,Tue,1
4:14:00 PM,89,63,3,Tue,0
4:16:00 PM,89,80,7,Tue,5
4:18:00 PM,89,0,0,Tue,0
4:20:00 PM,89,74,3,Tue,1
4:22:00 PM,89,66,14,Tue,3
4:24:00 PM,89,82,5,Tue,0
4:26:00 PM,89,80,3,Tue,3
4:28:00 PM,89,103,3,Tue,1
4:30:00 PM,89,0,0,Tue,0
4:32:00 PM,89,88,5,Tue,1
4:34:00 PM,89,71,1,Tue,3
4:36:00 PM,89,68,14,Tue,1
4:38:00 PM,89,82,3,Tue,0
4:40:00 PM,89,78,3,Tue,9
4:42:00 PM,89,66,3,Tue,3
4:44:00 PM,89,71,7,Tue,1
4:46:00 PM,89,74,10,Tue,1
4:48:00 PM,89,65,10,Tue,3
4:50:00 PM,89,71,7,Tue,3
4:52:00 PM,89,72,9,Tue,1
4:54:00 PM,89,94,3,Tue,5
4:56:00 PM,89,68,9,Tue,3
4:58:00 PM,89,81,5,Tue,9
5:00:00 PM,89,77,7,Tue,5
5:02:00 PM,89,66,10,Tue,7
5:04:00 PM,89,73,9,Tue,9
5:06:00 PM,89,87,5,Tue,0
5:08:00 PM,89,68,12,Tue,3
5:10:00 PM,89,79,18,Tue,7
5:12:00 PM,89,72,7,Tue,1
5:14:00 PM,89,64,7,Tue,3
5:16:00 PM,89,68,9,Tue,7
5:18:00 PM,89,64,7,Tue,0
5:20:00 PM,89,89,9,Tue,3
5:22:00 PM,89,62,1,Tue,14
5:24:00 PM,89,85,7,Tue,5
5:26:00 PM,89,81,14,Tue,3
5:28:00 PM,89,87,9,Tue,3
5:30:00 PM,89,79,14,Tue,0
5:32:00 PM,89,73,9,Tue,5
5:34:00 PM,89,72,12,Tue,1
5:36:00 PM,89,79,7,Tue,14
5:38:00 PM,89,70,7,Tue,3
5:40:00 PM,89,67,1,Tue,3
5:42:00 PM,89,78,12,Tue,3
5:44:00 PM,89,75,27,Tue,7
5:46:00 PM,89,76,10,Tue,10
5:48:00 PM,89,75,19,Tue,10
5:50:00 PM,89,66,18,Tue,7
5:52:00 PM,89,73,14,Tue,9
5:54:00 PM,89,76,14,Tue,3
5:56:00 PM,89,61,7,Tue,9
5:58:00 PM,89,61,14,Tue,5
6:00:00 PM,89,71,14,Tue,7
6:02:00 PM,89,63,16,Tue,10
6:04:00 PM,89,62,9,Tue,9
6:06:00 PM,89,75,5,Tue,5
6:08:00 PM,89,75,10,Tue,12
6:10:00 PM,89,70,5,Tue,18
6:12:00 PM,89,66,9,Tue,7
6:14:00 PM,89,72,16,Tue,7
6:16:00 PM,89,74,9,Tue,9
6:18:00 PM,89,66,19,Tue,7
6:20:00 PM,89,78,9,Tue,9
6:22:00 PM,89,83,9,Tue,1
6:24:00 PM,89,86,5,Tue,7
6:26:00 PM,89,63,18,Tue,14
6:28:00 PM,89,67,19,Tue,9
6:30:00 PM,89,60,16,Tue,14
6:32:00 PM,89,75,10,Tue,9
6:34:00 PM,89,69,16,Tue,12
6:36:00 PM,89,71,16,Tue,7
6:38:00 PM,89,64,9,Tue,7
6:40:00 PM,89,74,12,Tue,1
6:42:00 PM,89,66,9,Tue,12
6:44:00 PM,89,68,5,Tue,27
6:46:00 PM,89,71,10,Tue,10
6:48:00 PM,89,74,5,Tue,19
6:50:00 PM,89,81,9,Tue,18
6:52:00 PM,89,69,10,Tue,14
6:54:00 PM,89,63,12,Tue,14
6:56:00 PM,89,70,7,Tue,7
6:58:00 PM,89,74,9,Tue,14
7:00:00 PM,89,69,14,Tue,14
7:02:00 PM,89,61,14,Tue,16
7:04:00 PM,89,72,10,Tue,9
7:06:00 PM,89,79,18,Tue,5
7:08:00 PM,89,70,18,Tue,10
7:10:00 PM,89,67,21,Tue,5
7:12:00 PM,89,80,5,Tue,9
7:14:00 PM,89,81,7,Tue,16
7:16:00 PM,89,80,14,Tue,9
7:18:00 PM,89,72,10,Tue,19
7:20:00 PM,89,73,16,Tue,9
